Masina,Culoare,Anul productiei,Numar locuri,Combustibil,Cutie de viteze,Tip Caroserie,Capacitate cilindrica,Putere,Transmisie,Consum Urban,Consum Extraurban,Pret
Nissan Juke,Rosu,2011,5.0,Benzina,Automata,SUV,1618.0,190.0,4x4,9.8,6.0,7500
Audi A5,Negru,2018,4.0,Diesel,Automata,Sport,1968.0,190.0,Fata,4.8,3.7,27500
Audi A4,Gri,2006,5.0,Benzina,Automata,Sedan,1781.0,163.0,Fata,11.3,6.4,4250
BMW X4,Alte culori,2018,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.6,5.1,34500
Alfa Romeo Giulietta,Negru,2012,5.0,Benzina,Manuala,Compact,1368.0,120.0,Fata,8.4,5.3,6290
Nissan X-Trail,Maro,2013,5.0,Diesel,Manuala,SUV,1995.0,150.0,4x4,7.8,5.5,9500
Audi Q7,Alb,2017,5.0,Diesel,Automata,SUV,2967.0,272.0,4x4,6.2,5.4,31980
Skoda Kodiaq,Alb,2018,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.4,4.6,20990
BMW Seria 5,Gri,2019,5.0,Hibrid,Automata,Sedan,1998.0,184.0,Spate,6.6,4.8,28600
Skoda Kodiaq,Gri,2020,5.0,Benzina,Automata,SUV,1498.0,150.0,Fata,7.1,5.0,25800
Renault Megane,Alb,2015,5.0,Diesel,Manuala,Sedan,1461.0,110.0,Fata,3.9,3.2,7800
Volkswagen Golf,Argint,2013,5.0,Diesel,Automata,Sedan,1598.0,105.0,Fata,4.7,3.9,8500
Renault Clio,Gri,2017,5.0,Benzina,Manuala,Sedan,898.0,90.0,Fata,5.7,4.1,6750
BMW X5,Gri,2005,5.0,Benzina,Automata,SUV,4398.0,320.0,4x4,18.2,10.2,10500
Mercedes-Benz S,Negru,2021,5.0,Diesel,Automata,Sedan,2925.0,286.0,4x4,8.6,5.1,79900
BMW X3,Negru,2014,5.0,Diesel,Automata,SUV,1995.0,184.0,4x4,6.1,5.3,13300
BMW X5,Maro,2014,5.0,Diesel,Automata,SUV,2993.0,313.0,4x4,7.2,5.8,21500
Dacia Dokker,Alb,2014,4.0,Diesel,Manuala,Monovolum,1461.0,90.0,Fata,4.4,4.1,6200
Mercedes-Benz A,Albastru,2020,5.0,Diesel,Automata,Compact,1461.0,116.0,Fata,4.5,3.9,15950
BMW Seria 5,Negru,2012,5.0,Diesel,Automata,Sedan,2993.0,258.0,4x4,7.2,5.6,11000
Mercedes-Benz GLS,Negru,2021,7.0,Diesel,Automata,SUV,2925.0,330.0,4x4,9.4,6.3,74700
Toyota RAV4,Gri,2013,5.0,Diesel,Manuala,SUV,2231.0,150.0,4x4,6.9,5.0,11300
Hyundai Tucson,Negru,2021,5.0,Benzina,Automata,SUV,1598.0,180.0,4x4,6.6,4.7,25500
Hyundai i30,Argint,2020,5.0,Diesel,Manuala,Compact,1582.0,115.0,Fata,4.7,4.0,11800
Volkswagen Passat,Negru,2006,5.0,Diesel,Manuala,Sedan,1968.0,140.0,Fata,5.8,4.0,3890
Mercedes-Benz S,Albastru,2017,5.0,Diesel,Automata,Sedan,2925.0,286.0,4x4,8.0,5.0,40950
BMW X3,Negru,2018,5.0,Diesel,Automata,SUV,2993.0,265.0,4x4,6.7,5.2,29900
Mercedes-Benz C,Rosu,2019,5.0,Diesel,Automata,Sedan,1597.0,160.0,Spate,5.0,3.6,25900
Ford Kuga,Negru,2019,5.0,Diesel,Automata,SUV,1997.0,150.0,4x4,5.5,4.9,16999
BMW X3,Negru,2018,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.4,4.8,27000
BMW Seria 1,Alb,2014,5.0,Diesel,Manuala,Compact,1995.0,143.0,4x4,5.4,4.1,10999
BMW Seria 5,Albastru,2015,5.0,Diesel,Automata,Sedan,1995.0,190.0,Spate,5.0,4.1,14500
Kia Ceed,Gri,2015,5.0,Diesel,Manuala,Sedan,1582.0,128.0,Fata,4.2,3.6,7490
Kia Ceed,Gri,2015,5.0,Diesel,Manuala,Sedan,1582.0,128.0,Fata,4.2,3.6,7490
Hyundai Tucson,Alb,2017,5.0,Diesel,Automata,SUV,1685.0,141.0,Fata,5.4,4.7,16850
Audi A3,Negru,2009,5.0,Benzina,Manuala,Compact,1390.0,125.0,Fata,7.3,4.9,4500
Volkswagen Golf,Negru,2014,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.1,4.0,9950
Audi Q3,Alb,2013,5.0,Benzina,Automata,SUV,1984.0,170.0,4x4,10.2,6.4,10499
Peugeot 3008,Negru,2021,5.0,Hibrid,Automata,SUV,1598.0,225.0,Fata,6.4,4.4,26990
BMW Seria 5,Albastru,2019,5.0,Hibrid,Automata,Sedan,1998.0,184.0,Spate,6.6,4.8,27990
Audi A6,Negru,2011,5.0,Diesel,Automata,Sedan,2967.0,239.0,4x4,11.8,6.6,9000
Toyota Land Cruiser,Argint,2010,7.0,Diesel,Automata,SUV,2982.0,173.0,4x4,10.4,6.7,21800
BMW Seria 7,Gri,2016,5.0,Hibrid,Automata,Sedan,1998.0,258.0,Spate,9.4,5.3,35000
Jaguar E-Pace,Alb,2018,5.0,Diesel,Automata,SUV,1999.0,150.0,4x4,7.2,5.3,20900
Skoda Superb,Argint,2019,5.0,Benzina,Automata,Sedan,1984.0,280.0,4x4,9.6,5.8,20490
Ford Focus,Gri,2011,5.0,Benzina,Manuala,Sedan,1596.0,105.0,Fata,8.0,4.7,5100
BMW Seria 6,Alte culori,2013,4.0,Diesel,Automata,Sport,2993.0,313.0,4x4,6.2,4.9,19000
Volkswagen Passat,Gri,2012,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,5.3,4.0,8000
BMW Seria 7,Alte culori,2018,5.0,Diesel,Automata,Sedan,2993.0,320.0,4x4,6.9,4.9,38979
Audi A7,Argint,2014,5.0,Diesel,Automata,Sedan,2967.0,272.0,4x4,6.0,4.7,18999
Volkswagen Golf Plus,Argint,2011,5.0,Benzina,Manuala,Compact,1595.0,102.0,Fata,10.2,6.0,5990
Renault Kadjar,Rosu,2016,5.0,Benzina,Manuala,SUV,1197.0,130.0,Fata,6.8,4.9,10900
Mazda CX-30,Rosu,2020,5.0,Benzina,Manuala,SUV,1998.0,122.0,Fata,6.4,4.7,18900
Mercedes-Benz S,Gri,2017,5.0,Diesel,Automata,Sedan,2925.0,286.0,4x4,8.5,5.0,42500
Ford Focus,Rosu,2019,5.0,Benzina,Manuala,Compact,999.0,125.0,Fata,5.3,3.8,11500
Skoda Kodiaq,Negru,2019,5.0,Benzina,Automata,SUV,1498.0,150.0,Fata,7.1,5.0,22950
Dacia Duster,Alb,2018,5.0,Diesel,Manuala,SUV,1461.0,109.0,4x4,4.8,4.7,12800
BMW X5,Argint,2015,5.0,Diesel,Automata,SUV,2993.0,258.0,4x4,7.1,5.7,18500
BMW M3,Negru,2010,5.0,Benzina,Automata,Sedan,3999.0,420.0,Spate,17.0,9.0,38500
BMW X1,Maro,2010,4.0,Diesel,Automata,SUV,1995.0,177.0,4x4,7.7,5.4,8650
BMW Seria 3,Negru,2007,4.0,Benzina,Manuala,Compact,1995.0,170.0,Spate,8.4,4.8,2400
BMW Seria 3,Albastru,2006,4.0,Benzina,Automata,Sport,2979.0,306.0,Spate,11.8,6.4,16990
Nissan Qashqai,Gri,2020,5.0,Diesel,Automata,SUV,1749.0,149.0,4x4,6.6,4.9,17850
Mercedes-Benz S,Negru,2015,5.0,Diesel,Automata,Sedan,2987.0,258.0,Spate,7.0,4.7,25900
Peugeot 308,Gri,2021,5.0,Diesel,Manuala,Sedan,1499.0,130.0,Fata,4.2,3.4,10680
Volvo V60,Gri,2018,5.0,Diesel,Automata,Sedan,2400.0,190.0,4x4,6.8,4.8,11900
Opel Insignia,Albastru,2010,5.0,Diesel,Manuala,Sedan,1956.0,160.0,Fata,7.7,4.7,4390
Audi A6,Gri,2006,5.0,Diesel,Automata,Sedan,1968.0,140.0,Fata,8.2,4.9,6200
BMW Seria 5,Negru,2017,5.0,Benzina,Automata,Sedan,1998.0,252.0,Spate,7.2,5.1,21500
Opel Zafira,Gri,2012,7.0,Diesel,Manuala,Monovolum,1956.0,165.0,Fata,5.4,4.2,7900
Toyota Corolla,Gri,2020,5.0,Hibrid,Automata,Sedan,1798.0,98.0,Fata,5.9,4.2,18500
Volkswagen Golf,Gri,2011,5.0,Diesel,Automata,Sedan,1598.0,105.0,Fata,5.6,4.2,6299
Volkswagen Touareg,Albastru,2019,5.0,Diesel,Automata,SUV,2967.0,286.0,4x4,7.7,5.9,44744
Audi A5,Albastru,2017,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,4.8,3.8,19999
Audi A7,Negru,2020,5.0,Diesel,Automata,Sedan,2967.0,231.0,4x4,6.0,5.1,40999
Dacia Duster,Alb,2019,5.0,Diesel,Manuala,SUV,1461.0,115.0,4x4,4.9,4.5,14800
Renault Koleos,Negru,2009,5.0,Diesel,Manuala,SUV,1995.0,173.0,4x4,9.6,6.8,5650
Mercedes-Benz Sprinter,Alb,2011,9.0,Diesel,Manuala,Compact,2143.0,163.0,Spate,8.8,7.0,15800
Seat Ateca,Alb,2019,5.0,Benzina,Manuala,SUV,999.0,115.0,Fata,6.2,4.6,12499
Volkswagen Tiguan,Gri,2019,5.0,Diesel,Automata,SUV,1968.0,150.0,4x4,6.8,5.3,23900
Dacia Duster,Argint,2012,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,6.4,4.9,6190
Mercedes-Benz C,Negru,2018,5.0,Diesel,Automata,Sedan,1950.0,150.0,Spate,5.5,4.2,17250
Audi SQ5,Gri,2017,5.0,Diesel,Automata,SUV,2967.0,326.0,4x4,8.0,5.9,24999
Mini Countryman,Argint,2011,5.0,Diesel,Manuala,SUV,1995.0,143.0,4x4,5.2,4.3,7750
BMW Seria 5,Negru,2014,5.0,Diesel,Automata,Sedan,1995.0,218.0,4x4,6.2,4.8,15900
BMW Seria 5,Negru,2017,5.0,Diesel,Automata,Sedan,1995.0,190.0,Spate,5.1,4.2,23999
Renault Captur,Negru,2017,5.0,Benzina,Automata,SUV,1197.0,118.0,Fata,7.0,4.7,9999
Volkswagen Passat,Negru,2007,5.0,Diesel,Manuala,Sedan,1968.0,140.0,Fata,7.8,4.8,2850
Dacia Duster,Alb,2019,5.0,Diesel,Manuala,SUV,1461.0,115.0,4x4,4.9,4.5,16500
Opel Astra,Gri,2011,5.0,Diesel,Manuala,Compact,1686.0,110.0,Fata,5.4,4.0,5990
Dacia Lodgy,Maro,2013,7.0,Benzina,Manuala,Monovolum,1197.0,115.0,Fata,6.6,4.8,5300
Mercedes-Benz E,Gri,2011,5.0,Diesel,Automata,Sedan,2987.0,265.0,4x4,8.2,5.5,9750
BMW Seria 7,Negru,2019,5.0,Diesel,Automata,Sedan,2993.0,265.0,Spate,6.3,4.8,52500
Audi A6,Negru,2018,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,5.1,4.1,22990
Mercedes-Benz G,Alte culori,2023,5.0,Benzina,Automata,SUV,3982.0,422.0,4x4,15.3,11.1,178500
Hyundai i40,Gri,2013,5.0,Diesel,Manuala,Sedan,1685.0,136.0,Fata,5.9,4.6,7100
Skoda Fabia,Albastru,2007,5.0,Diesel,Manuala,Sedan,1422.0,80.0,Fata,5.7,4.1,1250
BMW X3,Negru,2014,5.0,Diesel,Automata,SUV,2993.0,258.0,4x4,6.6,5.7,13500
BMW X5,Maro,2014,5.0,Diesel,Automata,SUV,2993.0,313.0,4x4,10.0,6.4,24200
Porsche Cayenne Coupe,Alte culori,2020,5.0,Hibrid,Automata,SUV,2995.0,500.0,4x4,14.8,9.0,66950
Renault Espace,Gri,2015,6.0,Diesel,Automata,Monovolum,1598.0,160.0,Fata,5.1,4.4,14000
Skoda Superb,Gri,2019,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,13990
BMW Seria 5,Negru,2019,5.0,Diesel,Automata,Sedan,1995.0,190.0,Spate,5.2,4.0,19000
Opel Astra,Negru,2005,5.0,Diesel,Manuala,Sedan,1910.0,120.0,Fata,7.7,5.2,2200
Renault Grand Scenic,Alte culori,2016,6.0,Diesel,Manuala,Monovolum,1598.0,130.0,Fata,6.1,4.0,5750
Dacia Duster,Gri,2013,5.0,Diesel,Manuala,SUV,1461.0,90.0,Fata,4.5,4.3,7750
BMW X4,Rosu,2017,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.5,4.9,21900
Audi Q5,Gri,2018,5.0,Diesel,Automata,SUV,1968.0,190.0,4x4,5.8,4.9,20150
Skoda Kodiaq,Alb,2020,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.4,4.0,18990
Mercedes-Benz C,Alte culori,2019,5.0,Benzina,Automata,Sedan,1497.0,184.0,Spate,7.9,4.9,25900
Mercedes-Benz S,Negru,2023,5.0,Benzina,Automata,Sedan,3982.0,503.0,4x4,14.9,7.1,119000
Opel Insignia,Argint,2010,5.0,Benzina,Manuala,Sedan,1796.0,140.0,Fata,10.8,5.8,3990
Peugeot 308,Argint,2016,5.0,Diesel,Manuala,Sedan,1560.0,120.0,Fata,3.6,3.0,6400
Nissan Qashqai,Gri,2019,5.0,Diesel,Manuala,SUV,1461.0,115.0,Fata,4.3,3.5,13590
Renault Talisman,Negru,2017,5.0,Diesel,Automata,Sedan,1598.0,130.0,Fata,4.9,4.1,11899
Hyundai Tucson,Alb,2020,5.0,Diesel,Automata,SUV,1598.0,136.0,Fata,5.0,5.0,10710
Volkswagen Touareg,Maro,2019,5.0,Diesel,Automata,SUV,2967.0,286.0,4x4,7.7,5.9,39865
Peugeot 308,Argint,2016,5.0,Diesel,Manuala,Sedan,1560.0,120.0,Fata,3.6,3.0,6400
Nissan Qashqai,Gri,2019,5.0,Diesel,Manuala,SUV,1461.0,115.0,Fata,4.3,3.5,13590
Renault Talisman,Negru,2017,5.0,Diesel,Automata,Sedan,1598.0,130.0,Fata,4.9,4.1,11899
Hyundai Tucson,Alb,2020,5.0,Diesel,Automata,SUV,1598.0,136.0,Fata,5.0,5.0,10710
Volkswagen Touareg,Maro,2019,5.0,Diesel,Automata,SUV,2967.0,286.0,4x4,7.7,5.9,39865
Skoda Scala,Alb,2020,5.0,Diesel,Manuala,Compact,1598.0,115.0,Fata,5.0,3.5,14280
Audi A1,Negru,2013,5.0,Benzina,Automata,Compact,1390.0,122.0,Fata,6.5,4.6,9000
BMW Seria 3,Alb,2021,5.0,Benzina,Automata,Sedan,1998.0,156.0,Spate,7.0,5.0,16990
BMW Seria 3,Maro,2012,5.0,Diesel,Manuala,Sedan,1995.0,143.0,Spate,5.5,3.9,9390
Volvo XC 60,Alte culori,2015,5.0,Diesel,Automata,SUV,1969.0,181.0,Fata,5.3,4.4,14990
Dacia Sandero Stepway,Gri,2017,4.0,Diesel,Manuala,Compact,1461.0,95.0,Fata,4.1,3.8,7500
Mercedes-Benz E,Negru,2014,5.0,Diesel,Automata,Sedan,2143.0,136.0,Spate,5.6,4.0,10950
Skoda RAPID,Gri,2014,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,5.6,3.7,4500
Ford Focus,Albastru,2012,5.0,Diesel,Manuala,Sedan,1560.0,115.0,Fata,5.1,3.7,4000
Mazda CX-5,Gri,2014,5.0,Diesel,Manuala,SUV,2191.0,150.0,Fata,5.4,4.1,9700
Skoda Octavia,Alte culori,2006,5.0,Diesel,Manuala,Sedan,1984.0,170.0,Fata,10.9,6.0,3990
Dacia Logan,Alb,2020,5.0,Diesel,Manuala,Sedan,1461.0,75.0,Fata,4.1,3.4,7997
Volkswagen Golf,Negru,2010,5.0,Benzina,Automata,Sedan,1395.0,122.0,Fata,6.6,4.3,6250
Skoda Superb,Negru,2021,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,17790
Dacia Duster,Gri,2012,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,5.5,4.5,5700
BMW X4,Negru,2016,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.2,4.8,24900
Audi Q8,Alb,2020,5.0,Diesel,Automata,SUV,2967.0,285.0,4x4,7.0,6.4,61000
Mercedes-Benz C,Negru,2018,5.0,Diesel,Automata,Sedan,2143.0,136.0,Spate,5.3,3.6,20999
BMW Seria 2,Gri,2020,5.0,Diesel,Automata,Sedan,1995.0,190.0,Fata,4.8,4.1,29999
Mini Countryman,Alb,2013,5.0,Diesel,Automata,Compact,1995.0,143.0,4x4,7.5,5.0,9400
Hyundai i30,Negru,2021,5.0,Diesel,Automata,Sedan,1598.0,136.0,Fata,4.6,4.3,14990
Volkswagen T-ROC,Gri,2020,5.0,Diesel,Automata,SUV,1968.0,150.0,4x4,5.6,4.8,22500
Skoda Octavia,Argint,2017,5.0,Diesel,Manuala,Sedan,1968.0,150.0,Fata,5.2,3.0,11500
Nissan Qashqai,Alb,2019,5.0,Diesel,Manuala,SUV,1600.0,130.0,Fata,5.9,4.7,12950
Land Rover Range Rover Evoque,Argint,2017,5.0,Diesel,Automata,SUV,1999.0,180.0,4x4,6.7,5.1,21400
Renault Megane,Argint,2012,5.0,Diesel,Manuala,Sedan,1461.0,110.0,Fata,5.6,4.0,5990
Renault Espace,Negru,2016,6.0,Diesel,Automata,Monovolum,1598.0,160.0,Fata,5.1,4.4,13900
BMW X5,Negru,2015,5.0,Diesel,Automata,SUV,2993.0,258.0,4x4,7.1,5.7,26700
Audi Q3,Albastru,2022,5.0,Benzina,Automata,SUV,1984.0,230.0,4x4,9.5,6.1,28900
Volvo XC 60,Alte culori,2018,5.0,Diesel,Automata,SUV,1969.0,235.0,4x4,6.1,5.2,28900
Volkswagen Passat Alltrack,Negru,2016,5.0,Diesel,Automata,Sedan,1968.0,240.0,4x4,7.1,5.3,15800
Toyota Land Cruiser,Argint,2005,5.0,Diesel,Automata,SUV,2982.0,163.0,4x4,11.6,8.2,14300
Nissan X-Trail,Negru,2015,7.0,Diesel,Manuala,SUV,1598.0,130.0,Fata,5.8,4.6,11350
Renault Megane,Negru,2011,5.0,Diesel,Automata,Sedan,1461.0,110.0,Fata,5.2,4.0,4999
Audi A3,Gri,2017,5.0,Diesel,Automata,Sedan,1968.0,149.0,Fata,5.2,4.0,17500
Audi A6,Negru,2008,5.0,Diesel,Manuala,Sedan,1968.0,140.0,Fata,8.0,4.8,6200
Opel Insignia,Alb,2016,5.0,Diesel,Automata,Sedan,1956.0,170.0,Fata,7.8,4.4,9000
Ford Focus,Gri,2019,5.0,Benzina,Manuala,Sedan,999.0,125.0,Fata,5.2,4.2,12500
Porsche Cayenne,Albastru,2019,5.0,Benzina,Automata,SUV,2894.0,440.0,4x4,11.3,8.0,49500
Audi A4,Negru,2016,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,4.8,3.7,15999
Audi A6,Negru,2013,5.0,Diesel,Automata,Sedan,1968.0,177.0,Fata,6.0,4.4,13999
Skoda Kodiaq,Gri,2022,5.0,Diesel,Automata,SUV,1968.0,200.0,4x4,6.6,4.9,31700
Audi Q7,Gri,2016,5.0,Diesel,Automata,SUV,2967.0,272.0,4x4,6.2,5.4,28500
Renault Megane,Gri,2011,5.0,Diesel,Manuala,Sedan,1461.0,110.0,Fata,5.1,4.0,4700
Volvo XC 60,Albastru,2024,5.0,Benzina,Automata,SUV,1969.0,197.0,Fata,9.2,5.8,47600
Volkswagen Tiguan,Negru,2017,5.0,Benzina,Automata,SUV,1984.0,180.0,4x4,9.0,6.3,17990
Volkswagen Passat,Alb,2016,5.0,Diesel,Automata,Sedan,1968.0,240.0,4x4,6.9,5.1,13999
Nissan Juke,Alb,2016,5.0,Benzina,Manuala,SUV,1197.0,115.0,Fata,6.9,4.9,8990
Renault Megane,Alb,2019,5.0,Diesel,Manuala,Compact,1461.0,115.0,Fata,4.5,3.6,7850
Volkswagen Touran,Negru,2017,6.0,Diesel,Automata,Monovolum,1968.0,150.0,Fata,5.5,4.1,17000
Peugeot 5008,Alb,2018,7.0,Diesel,Automata,Compact,1997.0,180.0,Fata,5.3,4.3,21000
Ford Fiesta,Alb,2013,5.0,Diesel,Manuala,Compact,1498.0,75.0,Fata,4.3,3.2,4950
Mercedes-Benz G,Maro,2019,5.0,Benzina,Automata,SUV,3982.0,585.0,4x4,17.1,12.9,155000
Skoda Octavia,Negru,2020,5.0,Diesel,Manuala,Sedan,1968.0,115.0,Fata,4.2,3.1,16290
Audi S7,Gri,2019,5.0,Diesel,Automata,Sedan,2967.0,349.0,4x4,6.0,5.1,55000
Volkswagen Tiguan,Negru,2018,7.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.4,4.6,15700
Mercedes-Benz GLK,Negru,2013,5.0,Diesel,Automata,SUV,2143.0,170.0,4x4,7.1,5.5,13500
Renault Scenic,Albastru,2012,5.0,Diesel,Manuala,Monovolum,1461.0,110.0,Fata,5.8,4.4,5950
Ford Focus,Alb,2019,5.0,Diesel,Manuala,Compact,1498.0,120.0,Fata,4.3,3.4,9250
Volkswagen Tiguan,Alb,2017,5.0,Diesel,Manuala,SUV,1968.0,150.0,4x4,6.8,5.1,17490
Peugeot 308,Gri,2020,5.0,Diesel,Manuala,Sedan,1499.0,102.0,Fata,3.9,3.2,8980
BMW Seria 5,Negru,2021,5.0,Benzina,Automata,Sedan,1998.0,252.0,4x4,7.4,5.0,39000
BMW Seria 3,Negru,2012,5.0,Diesel,Manuala,Sedan,1995.0,184.0,Spate,5.9,4.4,9990
Volkswagen Passat,Argint,2015,5.0,Hibrid,Automata,Sedan,1395.0,156.0,Fata,6.1,4.7,11990
Volkswagen Golf,Negru,2010,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,4.6,3.3,3950
Citroën C5,Albastru,2010,5.0,Benzina,Manuala,Sedan,1598.0,156.0,Fata,9.6,5.3,4500
Volkswagen Golf,Negru,2012,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,5.7,3.9,4150
Volkswagen Polo,Negru,2017,5.0,Benzina,Manuala,Compact,1197.0,90.0,Fata,6.0,4.0,7999
Toyota Corolla,Gri,2020,5.0,Hibrid,Automata,Sedan,1798.0,98.0,Fata,3.1,3.5,16999
Mercedes-Benz GLE Coupe,Rosu,2016,5.0,Benzina,Automata,Sport,2996.0,367.0,4x4,13.7,8.7,33949
Ford Puma,Gri,2023,5.0,Hibrid,Manuala,SUV,999.0,125.0,Fata,4.9,3.9,16490
Mercedes-Benz G,Maro,2017,5.0,Benzina,Automata,SUV,5461.0,571.0,4x4,17.2,11.8,82502
Audi A3,Albastru,2019,5.0,Diesel,Automata,Compact,1598.0,116.0,Fata,4.2,3.9,15990
BMW X3,Gri,2011,5.0,Diesel,Automata,SUV,1995.0,184.0,4x4,6.1,5.3,12500
Renault Clio,Alb,2012,5.0,Diesel,Manuala,Sedan,1461.0,75.0,Fata,4.8,3.5,5499
Audi Q7,Negru,2018,5.0,Diesel,Automata,SUV,2967.0,272.0,4x4,6.2,5.4,35990
Renault Koleos,Gri,2008,5.0,Diesel,Manuala,SUV,1995.0,150.0,4x4,9.5,6.2,5499
Audi A4,Rosu,2004,5.0,Diesel,Manuala,Sedan,1896.0,130.0,Fata,7.5,4.6,2800
BMW Seria 7,Maro,2016,5.0,Diesel,Automata,Sedan,2993.0,320.0,4x4,6.9,4.9,32600
Toyota Land Cruiser,Gri,2005,5.0,Diesel,Manuala,SUV,2982.0,163.0,4x4,11.6,8.2,12800
Seat Leon,Alb,2016,5.0,Diesel,Manuala,Sedan,1598.0,110.0,Fata,4.9,3.9,6800
Ford Mondeo,Negru,2016,5.0,Diesel,Manuala,Sedan,1498.0,120.0,Fata,4.9,4.0,10500
Audi A6,Negru,2019,5.0,Diesel,Automata,Sedan,2967.0,286.0,4x4,6.2,5.3,38000
BMW X4,Argint,2015,5.0,Diesel,Automata,SUV,2993.0,313.0,4x4,6.7,5.5,20500
Audi A6,Albastru,2019,5.0,Diesel,Automata,Sedan,1968.0,204.0,Fata,4.9,4.1,30590
Renault Talisman,Negru,2017,5.0,Diesel,Automata,Sedan,1598.0,130.0,Fata,5.1,4.3,11990
Toyota Corolla,Gri,2020,5.0,Hibrid,Automata,Compact,1798.0,98.0,Fata,3.3,3.5,15950
BMW X3,Negru,2011,5.0,Diesel,Automata,SUV,1995.0,184.0,4x4,6.1,5.3,11500
BMW Seria 3,Albastru,2012,5.0,Diesel,Automata,Sedan,1995.0,184.0,Spate,5.5,4.1,11500
Skoda Kodiaq,Gri,2021,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.4,4.0,17390
Volkswagen Golf,Negru,2011,5.0,Benzina,Manuala,Sedan,1395.0,122.0,Fata,6.9,4.4,4990
Volkswagen Caddy,Negru,2010,2.0,Diesel,Manuala,Monovolum,1896.0,105.0,Fata,7.5,5.3,4200
Audi A5,Negru,2011,5.0,Diesel,Manuala,Compact,1968.0,170.0,Fata,6.5,4.5,7999
BMW Seria 5,Negru,2014,5.0,Diesel,Automata,Sedan,2993.0,313.0,4x4,7.8,5.3,23500
Mercedes-Benz CLS,Gri,2022,5.0,Diesel,Automata,Sport,1993.0,265.0,4x4,7.2,4.5,54900
Peugeot 308,Gri,2018,5.0,Diesel,Automata,Sedan,1560.0,120.0,Fata,4.6,3.4,9250
BMW Seria 4,Albastru,2017,4.0,Benzina,Automata,Sport,1998.0,252.0,4x4,7.5,5.0,31399
Dacia Logan,Alb,2019,5.0,Diesel,Manuala,Sedan,1461.0,75.0,Fata,4.1,3.4,8990
Skoda Scala,Gri,2021,5.0,Benzina,Manuala,Sedan,999.0,95.0,Fata,6.4,4.1,11589
BMW X5,Gri,2017,5.0,Diesel,Automata,SUV,2993.0,258.0,4x4,7.1,5.7,28500
Dacia Sandero Stepway,Albastru,2019,5.0,Diesel,Manuala,Compact,1461.0,95.0,Fata,4.1,3.8,9990
Dacia Logan,Alb,2019,5.0,Benzina,Manuala,Sedan,898.0,90.0,Fata,6.6,4.6,9490
Mercedes-Benz C,Negru,2017,5.0,Diesel,Automata,Sedan,2143.0,170.0,Spate,5.3,3.8,14800
Audi A6,Maro,2012,5.0,Diesel,Automata,Sedan,1968.0,177.0,Fata,6.1,4.5,12100
Renault Megane,Gri,2013,5.0,Benzina,Manuala,Sedan,1598.0,100.0,Fata,8.0,6.0,6660
Dacia Duster,Alb,2014,5.0,Benzina,Manuala,SUV,1598.0,105.0,Fata,9.6,6.0,7550
Audi Q5,Argint,2018,5.0,Diesel,Automata,SUV,1968.0,190.0,4x4,5.3,4.7,23000
Dacia Lodgy,Albastru,2014,5.0,Benzina,Manuala,Monovolum,1198.0,115.0,Fata,6.0,4.0,5750
Volkswagen Golf,Gri,2013,5.0,Diesel,Manuala,Compact,1968.0,150.0,Fata,5.0,3.6,8495
Dacia Logan,Albastru,2016,5.0,Benzina,Manuala,Sedan,1149.0,73.0,Fata,7.4,4.9,4990
Mercedes-Benz E,Alb,2018,4.0,Benzina,Automata,Sport,1991.0,245.0,Fata,10.0,6.7,36900
Ford Mustang,Alte culori,2015,4.0,Benzina,Manuala,Sedan,2300.0,317.0,Spate,10.4,6.9,18999
BMW Seria 4,Albastru,2015,5.0,Diesel,Automata,Sedan,1995.0,190.0,Spate,5.1,3.9,16500
Mercedes-Benz B,Gri,2006,5.0,Benzina,Manuala,Monovolum,2034.0,136.0,Fata,9.3,6.0,2700
Nissan Qashqai,Negru,2016,5.0,Diesel,Manuala,SUV,1598.0,130.0,Fata,5.2,4.3,12900
BMW X1,Gri,2015,5.0,Diesel,Manuala,SUV,1995.0,150.0,Fata,4.9,3.3,11990
Porsche Macan,Albastru,2017,5.0,Benzina,Automata,SUV,1984.0,252.0,4x4,8.4,6.4,33500
